text,place,place_num,area,area_num,latlon
Όσα δε φτάνει η αλεπού τα κάνει κρεμαστάρια,"{'Λέρος', 'Αρκαδία>Κυνουρία>Θυρέα', 'Θεσπρωτία>Κωστάνα'}",3,"{'Λέρος', 'Θεσπρωτία', 'Αρκαδία'}",3,"[(37.9933789, 23.5389128), (39.54401235, 20.308355368968883), (37.42908855, 22.423541964571157)]"
Όσα δεν φτάνει η αλεπού τα κάνει κρεμαστάρια,"{'Ικαρία', 'Καρδίτσα>Μορφοβούνι'}",2,"{'Καρδίτσα', 'Ικαρία'}",2,"[(39.3660304, 21.9287519), (37.599929450000005, 26.151689404867284)]"
"Όσα κεφάλια, τόσα μυαλά","{'Κεφαλληνία', 'Επτάνησος'}",2,"{'Κεφαλληνία', 'Επτάνησος'}",2,"[(38.2660322, 20.53739027630735), (38.8351105, 20.7094392)]"
Όσα ξέρ' ο νοικοκύρης δεν τα ξέρ' ο κόσμος ούλος,"{'Μακεδονία>Σισάνι>Λιμπόχοβο', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Μακεδονία'}",2,"[(38.0692748, 21.87273042232539), (40.6186482, 22.91795361795959)]"
Όσα ξέρ' ο νοικοκύρης δεν τα ξέρ' ο κόσμος όλος,"{'Ήπειρος>Κόνιτσα', 'Ιωάννινα>Μέγα Περιστέρι', 'Κρήτη>Λασίθι>Λατσίδα', 'Ιωάννινα', 'Αμοργός'}",5,"{'Κρήτη', 'Ιωάννινα', 'Ήπειρος', 'Αμοργός'}",4,"[(35.308495199999996, 24.46334231842296), (39.6639818, 20.8522784), (39.6501917, 20.690845557013784), (36.85252415, 25.898486967715655)]"
Όσα ξέρ' ο νοικοκύρης δεν τα ξέρ' ο μουσαφίρης,"{'Ιθάκη', 'Θεσπρωτία>Παραμυθιά', 'Θεσσαλία', 'Αχαΐα>Πάτρα', 'Μακεδονία'}",5,"{'Ιθάκη', 'Θεσπρωτία', 'Μακεδονία', 'Θεσσαλία', 'Αχαΐα'}",5,"[(38.401896050000005, 20.670092887359495), (39.54401235, 20.308355368968883), (40.6186482, 22.91795361795959), (39.5564697, 21.6905283), (38.0692748, 21.87273042232539)]"
Όσα ξέρει ο νοικοκύρης δεν τα ξέρει ο κόσμος όλος,"{'Κεφαλληνία>Λειβαθώ', 'Αρκαδία>Γορτυνία', 'Κεφαλληνία', 'Κύπρος>Λευκόνοικο'}",4,"{'Κύπρος', 'Κεφαλληνία', 'Αρκαδία'}",3,"[(34.9174159, 32.889902651331866), (38.2660322, 20.53739027630735), (37.42908855, 22.423541964571157)]"
Όσα ξέρει ο νοικοκύρης δεν τα ξέρει ο μουσαφίρης,"{'Κεφαλληνία>Λειβαθώ', 'Θεσπρωτία>Παραμυθιά', 'Κοζάνη>Βόϊο>Ζώνη'}",3,"{'Κοζάνη', 'Θεσπρωτία', 'Κεφαλληνία'}",3,"[(40.3007259, 21.7883119), (39.54401235, 20.308355368968883), (38.2660322, 20.53739027630735)]"
Όσα ξερ ο νοικοκύρς δεν τα ξερ η χώρα όλ',"{'Μακεδονία>Βογατσικό', 'Αδριανούπολη'}",2,"{'Αδριανούπολη', 'Μακεδονία'}",2,"[(41.7111279, 26.3579609), (40.6186482, 22.91795361795959)]"
Όσα παν κι όσα 'ρθουν,"{'Λακωνία', 'Αρκαδία>Γορτυνία'}",2,"{'Λακωνία', 'Αρκαδία'}",2,"[(36.76027945, 22.79046431389755), (37.42908855, 22.423541964571157)]"
Όσα σερν' η σκούπα,"{'Θράκη', 'Άνδρος', 'Φιλιππούπολη', 'Μικρά Ασία>Χιλή'}",4,"{'Μικρά Ασία', 'Άνδρος', 'Φιλιππούπολη', 'Θράκη'}",4,"[(38.1846366, 23.5122768), (37.8408347, 24.86238235981581), (39.6327644, 22.3965233), (38.0105134, 23.7327576)]"
"Όσα σκεπάζ' ο Ουρανός, τόσα σκεπάζ' η μάννα","{'Αχαΐα>Πάτρα', 'Κεφαλληνία>Παλική'}",2,"{'Κεφαλληνία', 'Αχαΐα'}",2,"[(38.2660322, 20.53739027630735), (38.0692748, 21.87273042232539)]"
"Όσα σκυλιά με βάβιξαν, ούλα λύσσα τα 'πιασε","{'Αρκαδία>Κυνουρία>Βούρβουρα', 'Λακωνία>Καρυές (Αράχωβα)'}",2,"{'Λακωνία', 'Αρκαδία'}",2,"[(36.76027945, 22.79046431389755), (37.42908855, 22.423541964571157)]"
